Order_ID,Supplier_Name,Product_Name,Order_Quantity,Order_Date,Expected_Delivery_Date,Actual_Delivery_Date,Unit_Cost,Total_Cost,Currency,Shipment_Method,Shipment_Status,Warehouse_Location,Inventory_Level,Reorder_Level,Lead_Time_Days,Delay_Days,Quality_Check,Returned_Quantity,Supplier_Rating,Payment_Terms,Payment_Status,Order_Priority,Currency_Conversion_Rate,Supplier_Contact
ORD100392,Nova Supply Co.,Steel Rods,500,2024.03.10,,1/24/2024,250.22,43070.6,USD,Sea,Pending,New York,10,15,7,2,Passed,1,1,COD,Pending,Low,0.86,-1503
ORD100393,Acme Corp.,Rubber Tires,500,15/02/2024,2024.03.20,4/18/2024,250.22,43070.6,EUR,Road,Cancelled,New York,10,15,7,5,Passed,1,2,Net 30,Paid,High,1,-1503
ORD100394,Prime Logistics,Industrial Paint,200,1/15/2024,4/15/2024,1/24/2024,250.22,43070.6,EUR,Sea,Delivered,Houston,100,10,6,1,Passed,0,3,COD,Unpaid,Low,1,-1503
ORD100395,Acme Corp.,Copper Wire,167,2024.03.10,25/02/2024,4/18/2024,465.48,43070.6,EUR,Road,In Transit,New York,100,10,10,2,Passed,1,2,COD,Paid,High,0.86,-1503
ORD100396,Acme Corp.,Steel Rods,167,4/5/2024,1/25/2024,1/24/2024,429.42,43070.6,EUR,Sea,Pending,Chicago,36,20,6,1,Passed,0,4,COD,Pending,High,0.75,-1788
ORD100397,Sunrise Traders,Industrial Paint,10,1/15/2024,4/15/2024,1/24/2024,250.22,43070.6,EUR,Road,shipped,Houston,36,15,7,2,Passed,1,3,COD,Unpaid,Low,0.86,-1788
ORD100398,Global Supplies Inc.,Plastic Sheets,100,1/15/2024,2024.03.20,26/02/2024,375.81,37581,EUR,Rail,Delayed,Chicago,100,10,7,2,Passed,1,1,COD,Paid,Low,1,-1210
ORD100399,Global Supplies Inc.,Industrial Paint,200,1/15/2024,1/25/2024,1/24/2024,377.64,75528,EUR,Sea,In Transit,New York,20,5,10,0,Failed,1,2,COD,Paid,Low,0.85,-1210
ORD100400,Blue Ocean Ltd.,Steel Rods,167,1/15/2024,1/25/2024,1/24/2024,250.22,43070.6,EUR,Rail,shipped,Houston,0,20,5,1,Passed,1,3,Net 60,Paid,Low,0.75,-1210
ORD100401,Sunrise Traders,Electronic Components,10,2024.03.10,2024.03.20,4/18/2024,250.22,43070.6,USD,Sea,Cancelled,Los Angeles,20,10,7,5,Failed,1,3,Net 30,Unpaid,Low,0.85,-1503
ORD100402,Sunrise Traders,Steel Rods,167,1/15/2024,25/02/2024,1/24/2024,253.37,43070.6,USD,Sea,Pending,Chicago,100,5,6,1,Failed,1,1,Net 30,Paid,Low,1,-1503
ORD100403,Prime Logistics,Industrial Paint,167,15/02/2024,,1/24/2024,250.22,43070.6,EUR,Rail,Shipped,New York,0,15,10,1,Passed,1,3,Net 60,Unpaid,Low,0.75,-1503
ORD100404,Nova Supply Co.,Copper Wire,200,15/02/2024,,2024.03.22,161.04,32208,EUR,Air,Shipped,New York,0,20,10,2,Passed,1,3,COD,Paid,Medium,0.75,-1788
ORD100405,Sunrise Traders,Steel Rods,167,15/02/2024,1/25/2024,26/02/2024,250.22,43070.6,USD,Road,shipped,Houston,10,5,5,5,Passed,0,5,Net 60,Unpaid,High,0.85,-1210
ORD100406,Nova Supply Co.,Rubber Tires,200,1/15/2024,2024.03.20,1/24/2024,250.22,43070.6,USD,Sea,Delayed,Houston,20,15,5,2,Passed,2,3,Net 30,Paid,High,0.86,-1503
ORD100407,Acme Corp.,Steel Rods,100,4/5/2024,2024.03.20,2024.03.22,250.22,43070.6,USD,Road,In Transit,Houston,50,10,7,1,Passed,2,3,Net 60,Paid,Low,0.75,-1503
ORD100408,Global Supplies Inc.,Industrial Paint,500,4/5/2024,2024.03.20,4/18/2024,452.83,226415,USD,Sea,Delayed,New York,10,5,3,2,Passed,2,3,Net 60,Paid,Low,0.75,-1503
ORD100409,Sunrise Traders,Electronic Components,10,1/15/2024,2024.03.20,1/24/2024,250.22,43070.6,EUR,Sea,Shipped,Miami,10,10,10,5,Failed,1,5,Net 30,Paid,High,0.86,-1788
ORD100410,Acme Corp.,Steel Rods,200,15/02/2024,,26/02/2024,160.68,32136,USD,Air,In Transit,New York,36,15,10,0,Failed,1,1,Net 60,Paid,High,0.86,-1788
ORD100411,Sunrise Traders,Plastic Sheets,167,1/15/2024,25/02/2024,4/18/2024,475.11,43070.6,USD,Sea,Cancelled,Chicago,20,10,7,0,Passed,1,3,COD,Paid,High,1,-1210
ORD100412,Global Supplies Inc.,Rubber Tires,50,1/15/2024,,26/02/2024,250.22,43070.6,EUR,Road,In Transit,New York,0,20,10,2,Passed,0,5,COD,Unpaid,Low,0.86,-1210
ORD100413,Global Supplies Inc.,Copper Wire,10,2024.03.10,1/25/2024,26/02/2024,287.36,2873.6,EUR,Sea,Pending,Miami,50,5,5,5,Failed,2,2,COD,Pending,Low,0.86,-1788
ORD100414,Blue Ocean Ltd.,Industrial Paint,167,2024.03.10,25/02/2024,26/02/2024,250.22,43070.6,USD,Sea,shipped,Miami,10,15,3,0,Passed,0,5,COD,Paid,High,0.75,-1210
ORD100415,Blue Ocean Ltd.,Rubber Tires,200,2024.03.10,,26/02/2024,250.22,43070.6,USD,Air,Cancelled,New York,50,5,10,1,Passed,2,3,Net 30,Paid,High,0.75,-1210
ORD100416,Sunrise Traders,Copper Wire,167,2024.03.10,1/25/2024,26/02/2024,147.67,43070.6,EUR,Sea,Shipped,New York,0,15,7,1,Passed,2,4,COD,Paid,Medium,0.75,-1788
ORD100417,Blue Ocean Ltd.,Electronic Components,200,4/5/2024,25/02/2024,2024.03.22,165.34,33068,USD,Air,shipped,New York,0,10,3,2,Passed,2,2,Net 60,Paid,High,0.85,-1503
ORD100418,Acme Corp.,Electronic Components,100,4/5/2024,2024.03.20,4/18/2024,250.22,43070.6,EUR,Road,In Transit,New York,20,5,7,1,Passed,1,5,Net 60,Unpaid,Low,0.75,-1210
ORD100419,Nova Supply Co.,Electronic Components,100,2024.03.10,1/25/2024,26/02/2024,376.56,37656,USD,Sea,Shipped,New York,0,10,3,1,Failed,1,5,COD,Paid,Low,0.85,-1503
ORD100420,Nova Supply Co.,Steel Rods,167,1/15/2024,25/02/2024,4/18/2024,250.22,43070.6,USD,Sea,Cancelled,New York,100,10,10,1,Passed,0,5,COD,Pending,High,1,-1503
ORD100421,Nova Supply Co.,Industrial Paint,100,15/02/2024,4/15/2024,4/18/2024,250.22,43070.6,EUR,Rail,Delayed,New York,100,15,5,0,Passed,2,1,COD,Paid,Medium,0.86,-1210
ORD100422,Blue Ocean Ltd.,Industrial Paint,10,1/15/2024,4/15/2024,26/02/2024,46.97,469.7,EUR,Road,shipped,New York,10,5,10,0,Failed,1,4,Net 60,Paid,Medium,0.85,-1788
ORD100423,Blue Ocean Ltd.,Electronic Components,100,1/15/2024,2024.03.20,2024.03.22,250.22,43070.6,EUR,Road,shipped,Miami,100,10,5,5,Passed,2,2,COD,Paid,Low,1,-1210
ORD100424,Sunrise Traders,Industrial Paint,167,1/15/2024,4/15/2024,1/24/2024,30.19,43070.6,EUR,Air,Delivered,New York,36,5,3,1,Passed,2,3,Net 30,Pending,High,0.75,-1788
ORD100425,Blue Ocean Ltd.,Steel Rods,200,1/15/2024,25/02/2024,1/24/2024,275.44,55088,USD,Sea,shipped,Chicago,0,10,10,0,Passed,1,1,COD,Unpaid,Medium,0.86,-1503
ORD100426,Prime Logistics,Steel Rods,10,4/5/2024,,1/24/2024,221.6,2216,USD,Sea,Cancelled,Miami,20,15,10,2,Failed,1,1,COD,Unpaid,High,0.85,-1503
ORD100427,Prime Logistics,Industrial Paint,167,1/15/2024,1/25/2024,26/02/2024,444.02,43070.6,USD,Rail,Delayed,Miami,20,15,5,0,Failed,1,3,Net 30,Paid,Low,0.75,-1503
ORD100428,Global Supplies Inc.,Rubber Tires,100,4/5/2024,25/02/2024,1/24/2024,250.22,43070.6,USD,Sea,Delivered,Miami,0,15,3,0,Failed,0,1,Net 30,Unpaid,High,0.85,-1503
ORD100429,Blue Ocean Ltd.,Industrial Paint,500,1/15/2024,25/02/2024,1/24/2024,59.86,29930,EUR,Air,Shipped,Houston,36,20,7,5,Passed,0,1,COD,Unpaid,Low,0.86,-1210
ORD100430,Acme Corp.,Packaging Boxes,50,1/15/2024,2024.03.20,4/18/2024,72.78,3639,USD,Air,Cancelled,Los Angeles,20,10,10,2,Passed,0,3,Net 30,Pending,Medium,0.86,-1210
ORD100431,Nova Supply Co.,Industrial Paint,200,15/02/2024,1/25/2024,4/18/2024,250.22,43070.6,EUR,Road,Delayed,New York,20,15,3,0,Passed,1,3,Net 30,Paid,Medium,1,-1503
ORD100432,Acme Corp.,Rubber Tires,50,15/02/2024,1/25/2024,4/18/2024,250.22,43070.6,USD,Sea,Delivered,New York,20,10,6,2,Failed,1,3,COD,Paid,Medium,0.85,-1210
ORD100433,Sunrise Traders,Industrial Paint,500,4/5/2024,,4/18/2024,51.91,25955,USD,Road,Cancelled,Chicago,100,15,7,0,Passed,1,5,Net 60,Paid,High,0.85,-1210
ORD100434,Acme Corp.,Packaging Boxes,200,1/15/2024,1/25/2024,2024.03.22,250.22,43070.6,EUR,Sea,Delayed,Houston,20,5,7,2,Failed,1,1,Net 60,Paid,High,1,-1210
ORD100435,Global Supplies Inc.,Industrial Paint,50,1/15/2024,,26/02/2024,250.22,43070.6,EUR,Sea,Delivered,Miami,50,20,3,5,Failed,0,3,COD,Pending,Low,1,-1788
ORD100436,Prime Logistics,Copper Wire,200,15/02/2024,2024.03.20,2024.03.22,250.22,43070.6,EUR,Rail,Shipped,Miami,100,5,10,5,Passed,0,4,COD,Paid,Low,0.75,-1503
ORD100437,Acme Corp.,Industrial Paint,200,15/02/2024,1/25/2024,1/24/2024,250.22,43070.6,USD,Rail,Shipped,Houston,50,20,6,5,Passed,1,3,Net 60,Paid,Medium,0.85,-1210
ORD100438,Nova Supply Co.,Industrial Paint,200,1/15/2024,2024.03.20,26/02/2024,250.22,43070.6,EUR,Air,Delivered,Chicago,20,20,6,5,Failed,1,2,COD,Pending,High,0.75,-1210
ORD100439,Nova Supply Co.,Packaging Boxes,500,1/15/2024,2024.03.20,26/02/2024,42.05,21025,USD,Sea,Pending,Miami,36,15,7,2,Passed,1,5,Net 30,Paid,High,0.86,-1788
ORD100440,Sunrise Traders,Copper Wire,10,4/5/2024,25/02/2024,1/24/2024,250.22,43070.6,EUR,Rail,In Transit,Miami,100,5,7,2,Passed,2,2,COD,Pending,High,1,-1503
ORD100441,Acme Corp.,Packaging Boxes,100,2024.03.10,25/02/2024,26/02/2024,493.34,49334,EUR,Sea,Pending,Miami,50,10,5,2,Passed,1,4,COD,Pending,High,0.85,-1788
ORD100442,Global Supplies Inc.,Industrial Paint,100,4/5/2024,2024.03.20,26/02/2024,250.22,43070.6,USD,Sea,Pending,Chicago,36,10,10,1,Failed,1,3,Net 60,Paid,High,0.75,-1503
ORD100443,Global Supplies Inc.,Industrial Paint,50,1/15/2024,25/02/2024,26/02/2024,250.22,43070.6,USD,Rail,Cancelled,Miami,20,10,7,0,Passed,2,1,Net 30,Paid,Low,1,-1503
ORD100444,Nova Supply Co.,Rubber Tires,10,1/15/2024,,1/24/2024,250.22,43070.6,EUR,Sea,Shipped,Miami,100,15,7,2,Failed,1,3,COD,Paid,Medium,1,-1788
ORD100445,Global Supplies Inc.,Steel Rods,100,4/5/2024,1/25/2024,2024.03.22,473.7,47370,EUR,Sea,Delivered,Los Angeles,0,20,3,5,Passed,1,2,Net 60,Unpaid,Low,0.85,-1788
ORD100446,Blue Ocean Ltd.,Steel Rods,100,1/15/2024,,4/18/2024,250.22,43070.6,USD,Rail,Pending,New York,0,20,5,2,Passed,0,4,Net 60,Paid,Medium,1,-1503
ORD100447,Nova Supply Co.,Rubber Tires,100,1/15/2024,2024.03.20,2024.03.22,377.06,37706,USD,Sea,In Transit,Miami,100,20,6,2,Failed,1,3,COD,Unpaid,High,0.75,-1503
ORD100448,Global Supplies Inc.,Steel Rods,100,1/15/2024,4/15/2024,1/24/2024,250.22,43070.6,USD,Rail,In Transit,New York,0,5,6,1,Passed,0,3,Net 30,Unpaid,Medium,0.75,-1503
ORD100449,Acme Corp.,Electronic Components,10,15/02/2024,25/02/2024,1/24/2024,250.22,43070.6,USD,Sea,shipped,New York,50,5,6,5,Passed,0,1,COD,Paid,High,1,-1210
ORD100450,Nova Supply Co.,Steel Rods,500,2024.03.10,2024.03.20,2024.03.22,250.22,43070.6,EUR,Sea,Delayed,Los Angeles,100,10,7,2,Passed,1,4,Net 30,Pending,Medium,0.86,-1210
ORD100451,Prime Logistics,Steel Rods,10,4/5/2024,1/25/2024,1/24/2024,250.22,43070.6,USD,Air,Delayed,Houston,50,15,5,1,Failed,0,4,Net 60,Unpaid,Low,1,-1788
ORD100452,Nova Supply Co.,Steel Rods,100,4/5/2024,,1/24/2024,212.97,21297,USD,Sea,Shipped,Miami,10,5,10,2,Failed,1,1,Net 30,Unpaid,Low,1,-1210
ORD100453,Prime Logistics,Electronic Components,50,1/15/2024,1/25/2024,1/24/2024,453.32,22666,USD,Sea,Pending,New York,36,15,10,5,Failed,2,2,Net 60,Unpaid,Low,0.75,-1503
ORD100454,Nova Supply Co.,Steel Rods,167,4/5/2024,2024.03.20,26/02/2024,250.22,43070.6,EUR,Sea,shipped,Miami,20,20,5,1,Failed,2,3,Net 30,Paid,High,0.86,-1788
ORD100455,Acme Corp.,Packaging Boxes,100,2024.03.10,1/25/2024,4/18/2024,250.22,43070.6,EUR,Air,Cancelled,Chicago,10,5,5,2,Failed,2,2,COD,Unpaid,High,0.85,-1788
ORD100456,Global Supplies Inc.,Rubber Tires,10,15/02/2024,2024.03.20,1/24/2024,7.16,71.6,USD,Road,Shipped,Los Angeles,50,10,3,5,Passed,2,5,COD,Paid,Medium,1,-1788
ORD100457,Prime Logistics,Industrial Paint,167,2024.03.10,4/15/2024,1/24/2024,235.13,43070.6,USD,Rail,Shipped,New York,10,10,5,0,Passed,1,5,Net 30,Pending,Low,1,-1503
ORD100458,Blue Ocean Ltd.,Rubber Tires,10,15/02/2024,1/25/2024,1/24/2024,250.22,43070.6,USD,Road,Pending,Los Angeles,36,5,3,1,Failed,1,3,COD,Paid,Low,1,-1503
ORD100459,Nova Supply Co.,Steel Rods,50,2024.03.10,,2024.03.22,60.73,3036.5,USD,Air,Cancelled,Miami,0,20,5,2,Passed,2,3,COD,Unpaid,High,0.86,-1210
ORD100460,Prime Logistics,Plastic Sheets,200,1/15/2024,1/25/2024,2024.03.22,250.22,43070.6,EUR,Sea,Delivered,New York,100,5,10,1,Passed,1,4,COD,Paid,Medium,0.86,-1210
ORD100461,Nova Supply Co.,Rubber Tires,167,1/15/2024,4/15/2024,1/24/2024,325.13,43070.6,EUR,Air,In Transit,New York,36,10,6,0,Failed,2,3,Net 60,Pending,High,0.86,-1210
ORD100462,Acme Corp.,Copper Wire,50,1/15/2024,4/15/2024,1/24/2024,250.22,43070.6,EUR,Sea,Shipped,Los Angeles,36,10,6,2,Failed,1,3,Net 30,Unpaid,High,0.85,-1210
ORD100463,Nova Supply Co.,Industrial Paint,10,1/15/2024,1/25/2024,1/24/2024,250.22,43070.6,USD,Sea,Delivered,Los Angeles,10,20,5,5,Failed,1,5,COD,Paid,Low,1,-1503
ORD100464,Prime Logistics,Plastic Sheets,100,1/15/2024,4/15/2024,4/18/2024,250.22,43070.6,USD,Rail,Pending,Miami,50,10,6,5,Passed,1,2,COD,Paid,High,0.86,-1788
ORD100465,Nova Supply Co.,Packaging Boxes,100,2024.03.10,25/02/2024,4/18/2024,188.37,18837,USD,Road,Delayed,Chicago,36,20,6,0,Passed,1,3,COD,Pending,High,1,-1788
ORD100466,Acme Corp.,Industrial Paint,200,15/02/2024,,2024.03.22,250.22,43070.6,USD,Sea,shipped,New York,20,5,7,2,Passed,2,1,Net 60,Paid,Low,0.86,-1503
ORD100467,Blue Ocean Ltd.,Electronic Components,200,2024.03.10,4/15/2024,2024.03.22,434.5,86900,USD,Air,Delivered,Miami,50,15,10,5,Passed,0,2,Net 30,Paid,High,0.85,-1210
ORD100468,Blue Ocean Ltd.,Steel Rods,10,1/15/2024,,26/02/2024,250.22,43070.6,USD,Rail,Shipped,New York,0,15,5,0,Passed,2,3,Net 60,Pending,Low,0.85,-1503
ORD100469,Nova Supply Co.,Steel Rods,200,2024.03.10,1/25/2024,26/02/2024,481.67,96334,EUR,Sea,Delayed,New York,50,20,6,5,Passed,1,1,COD,Paid,High,0.75,-1788
ORD100470,Sunrise Traders,Industrial Paint,167,15/02/2024,1/25/2024,2024.03.22,250.22,43070.6,USD,Air,In Transit,Miami,0,10,5,0,Passed,1,3,COD,Pending,Medium,0.75,-1210
ORD100471,Blue Ocean Ltd.,Copper Wire,100,1/15/2024,1/25/2024,4/18/2024,250.22,43070.6,USD,Air,shipped,New York,36,10,7,2,Passed,1,4,Net 60,Unpaid,Medium,0.75,-1503
ORD100472,Sunrise Traders,Industrial Paint,100,15/02/2024,4/15/2024,1/24/2024,250.22,43070.6,USD,Rail,Cancelled,Chicago,10,10,7,0,Failed,2,5,COD,Paid,High,0.75,-1503
ORD100473,Nova Supply Co.,Electronic Components,100,4/5/2024,2024.03.20,26/02/2024,250.22,43070.6,EUR,Air,In Transit,Miami,0,5,6,0,Passed,1,2,Net 30,Pending,Low,0.85,-1788
ORD100474,Nova Supply Co.,Plastic Sheets,167,1/15/2024,,1/24/2024,250.22,43070.6,USD,Air,Cancelled,Miami,10,10,10,2,Failed,2,3,Net 60,Pending,Low,1,-1788
ORD100475,Nova Supply Co.,Rubber Tires,100,1/15/2024,1/25/2024,2024.03.22,496.49,49649,USD,Road,Delayed,New York,0,15,7,2,Passed,0,2,Net 60,Unpaid,High,0.86,-1503
ORD100476,Acme Corp.,Industrial Paint,50,15/02/2024,25/02/2024,1/24/2024,250.22,43070.6,USD,Sea,Delivered,New York,10,10,10,1,Failed,1,4,Net 30,Pending,High,0.85,-1788
ORD100477,Nova Supply Co.,Plastic Sheets,100,4/5/2024,1/25/2024,1/24/2024,277.6,27760,EUR,Sea,Cancelled,Chicago,50,15,7,2,Passed,1,5,COD,Pending,High,1,-1788
ORD100478,Blue Ocean Ltd.,Steel Rods,500,1/15/2024,25/02/2024,2024.03.22,484.7,242350,EUR,Road,Shipped,Chicago,100,10,6,5,Passed,0,4,COD,Pending,Low,0.86,-1503
ORD100479,Acme Corp.,Industrial Paint,100,2024.03.10,2024.03.20,26/02/2024,250.22,43070.6,USD,Rail,Delayed,New York,100,5,7,5,Failed,0,2,Net 30,Unpaid,High,0.85,-1788
ORD100480,Global Supplies Inc.,Rubber Tires,500,2024.03.10,25/02/2024,26/02/2024,315.26,157630,USD,Rail,Delayed,New York,0,20,7,5,Passed,1,2,Net 60,Paid,Medium,1,-1788
ORD100481,Nova Supply Co.,Industrial Paint,50,2024.03.10,4/15/2024,1/24/2024,348.33,17416.5,USD,Sea,Delayed,Houston,50,20,3,0,Passed,1,5,COD,Paid,High,0.75,-1210
ORD100482,Acme Corp.,Plastic Sheets,50,1/15/2024,4/15/2024,26/02/2024,250.22,43070.6,USD,Sea,shipped,New York,50,10,3,0,Passed,0,1,COD,Paid,Medium,0.86,-1788
ORD100483,Global Supplies Inc.,Rubber Tires,200,1/15/2024,2024.03.20,4/18/2024,250.22,43070.6,USD,Air,Shipped,Houston,20,10,5,2,Failed,1,1,COD,Unpaid,High,0.85,-1210
ORD100484,Global Supplies Inc.,Electronic Components,167,4/5/2024,2024.03.20,1/24/2024,292.78,43070.6,USD,Sea,In Transit,Miami,50,10,7,2,Failed,2,3,COD,Paid,Medium,0.85,-1503
ORD100485,Nova Supply Co.,Electronic Components,500,1/15/2024,25/02/2024,26/02/2024,450.73,225365,USD,Sea,In Transit,Houston,50,5,3,2,Passed,0,3,COD,Unpaid,High,1,-1503
ORD100486,Nova Supply Co.,Steel Rods,10,15/02/2024,25/02/2024,1/24/2024,250.22,43070.6,USD,Air,Pending,Houston,36,20,7,5,Passed,0,4,Net 30,Pending,Low,0.86,-1788
ORD100487,Sunrise Traders,Industrial Paint,167,2024.03.10,1/25/2024,26/02/2024,250.22,43070.6,USD,Road,Pending,New York,20,10,7,1,Passed,1,1,COD,Unpaid,Medium,0.85,-1210
ORD100488,Nova Supply Co.,Industrial Paint,500,4/5/2024,25/02/2024,26/02/2024,250.22,43070.6,USD,Rail,Delivered,Houston,10,20,7,2,Passed,0,1,COD,Unpaid,High,0.85,-1788
ORD100489,Blue Ocean Ltd.,Steel Rods,200,2024.03.10,25/02/2024,4/18/2024,445.3,89060,EUR,Air,shipped,New York,50,10,6,1,Passed,2,2,Net 60,Paid,High,1,-1210
ORD100490,Sunrise Traders,Rubber Tires,10,2024.03.10,2024.03.20,1/24/2024,250.22,43070.6,EUR,Rail,In Transit,Miami,50,15,10,1,Passed,0,3,Net 60,Paid,Medium,0.86,-1788
ORD100491,Nova Supply Co.,Industrial Paint,167,1/15/2024,1/25/2024,1/24/2024,250.22,43070.6,EUR,Sea,Delayed,New York,0,5,3,5,Failed,1,2,COD,Paid,Low,0.75,-1788
ORD100492,Nova Supply Co.,Industrial Paint,100,4/5/2024,2024.03.20,2024.03.22,250.22,43070.6,EUR,Rail,In Transit,New York,0,5,7,0,Passed,0,4,Net 60,Paid,High,0.86,-1210
ORD100493,Prime Logistics,Steel Rods,167,1/15/2024,2024.03.20,2024.03.22,95.28,43070.6,USD,Sea,Pending,New York,36,10,6,0,Passed,2,3,Net 30,Paid,Low,0.75,-1788
ORD100494,Blue Ocean Ltd.,Steel Rods,500,1/15/2024,1/25/2024,1/24/2024,250.22,43070.6,USD,Sea,Cancelled,New York,20,15,3,5,Passed,0,3,Net 60,Paid,Low,0.75,-1503
ORD100495,Nova Supply Co.,Industrial Paint,100,4/5/2024,2024.03.20,26/02/2024,250.22,43070.6,USD,Rail,Cancelled,Los Angeles,10,20,10,5,Failed,1,2,COD,Paid,Low,0.86,-1503
ORD100496,Sunrise Traders,Rubber Tires,200,4/5/2024,4/15/2024,1/24/2024,250.22,43070.6,EUR,Sea,Delayed,Chicago,36,20,3,1,Passed,2,2,Net 60,Paid,Medium,0.86,-1503
ORD100497,Sunrise Traders,Steel Rods,100,2024.03.10,4/15/2024,26/02/2024,40.25,4025,USD,Sea,Delayed,Houston,0,10,3,2,Passed,1,3,Net 60,Unpaid,High,0.86,-1503
ORD100498,Nova Supply Co.,Rubber Tires,100,4/5/2024,25/02/2024,26/02/2024,487.24,48724,USD,Sea,Shipped,Chicago,100,15,7,1,Failed,2,5,Net 60,Unpaid,Low,0.86,-1210
ORD100499,Blue Ocean Ltd.,Industrial Paint,50,15/02/2024,25/02/2024,1/24/2024,250.22,43070.6,USD,Sea,Delivered,New York,20,10,6,0,Failed,0,1,Net 60,Paid,High,0.85,-1503
ORD100500,Blue Ocean Ltd.,Rubber Tires,200,4/5/2024,25/02/2024,1/24/2024,349.53,69906,EUR,Rail,shipped,New York,50,5,3,0,Passed,1,5,Net 60,Pending,Medium,0.85,-1788
ORD100501,Sunrise Traders,Steel Rods,200,1/15/2024,2024.03.20,4/18/2024,250.22,43070.6,USD,Sea,shipped,Miami,36,10,7,1,Passed,1,2,Net 30,Paid,High,1,-1503
ORD100502,Prime Logistics,Industrial Paint,500,1/15/2024,1/25/2024,2024.03.22,250.22,43070.6,USD,Road,In Transit,Houston,10,10,3,1,Failed,1,3,COD,Paid,Medium,0.75,-1210
ORD100503,Nova Supply Co.,Industrial Paint,200,2024.03.10,2024.03.20,4/18/2024,407.18,81436,EUR,Sea,Pending,Los Angeles,20,15,7,0,Passed,0,4,Net 60,Paid,High,0.75,-1210
ORD100504,Nova Supply Co.,Steel Rods,10,1/15/2024,25/02/2024,1/24/2024,342.84,3428.4,USD,Rail,Delivered,Miami,36,5,3,1,Failed,2,2,Net 30,Unpaid,High,0.85,-1503
ORD100505,Prime Logistics,Copper Wire,500,4/5/2024,4/15/2024,1/24/2024,250.22,43070.6,USD,Road,Delivered,Houston,20,20,6,0,Passed,1,2,COD,Paid,High,1,-1788
ORD100506,Sunrise Traders,Electronic Components,10,4/5/2024,1/25/2024,1/24/2024,250.22,43070.6,USD,Sea,Delayed,Miami,50,10,6,5,Passed,1,3,Net 30,Paid,High,0.86,-1210
ORD100507,Prime Logistics,Industrial Paint,100,2024.03.10,25/02/2024,4/18/2024,411.53,41153,USD,Sea,Shipped,Miami,36,15,3,0,Failed,0,3,COD,Unpaid,Medium,0.85,-1503
ORD100508,Prime Logistics,Plastic Sheets,50,1/15/2024,1/25/2024,26/02/2024,250.22,43070.6,USD,Sea,Shipped,Houston,36,20,3,5,Passed,2,3,Net 30,Pending,Medium,1,-1210
ORD100509,Acme Corp.,Plastic Sheets,100,4/5/2024,,26/02/2024,250.22,43070.6,USD,Sea,Delivered,New York,10,15,10,1,Passed,1,3,Net 30,Paid,High,0.75,-1503
ORD100510,Prime Logistics,Packaging Boxes,10,1/15/2024,4/15/2024,1/24/2024,307.29,3072.9,USD,Sea,Pending,Miami,0,15,3,2,Passed,1,4,Net 60,Unpaid,High,0.85,-1210
ORD100511,Acme Corp.,Plastic Sheets,167,1/15/2024,,1/24/2024,250.22,43070.6,USD,Air,Delayed,New York,36,15,6,5,Passed,0,3,Net 60,Pending,Low,0.75,-1210
ORD100512,Nova Supply Co.,Steel Rods,10,1/15/2024,25/02/2024,4/18/2024,250.22,43070.6,USD,Road,Delivered,New York,10,10,5,5,Passed,1,3,Net 60,Paid,High,0.86,-1503
ORD100513,Nova Supply Co.,Electronic Components,200,1/15/2024,,2024.03.22,250.22,43070.6,EUR,Road,shipped,Los Angeles,100,5,7,0,Passed,1,1,COD,Paid,Low,0.75,-1503
ORD100514,Acme Corp.,Rubber Tires,200,2024.03.10,1/25/2024,1/24/2024,24.04,4808,USD,Sea,Shipped,Chicago,10,10,10,2,Passed,1,4,Net 30,Pending,High,0.75,-1210
ORD100515,Prime Logistics,Industrial Paint,200,1/15/2024,,2024.03.22,14.64,2928,EUR,Road,Delivered,New York,36,15,5,5,Passed,2,1,COD,Pending,High,0.86,-1210
ORD100516,Sunrise Traders,Packaging Boxes,100,1/15/2024,,26/02/2024,250.22,43070.6,EUR,Road,Delivered,Houston,0,15,5,0,Passed,1,4,COD,Unpaid,High,0.86,-1788
ORD100517,Prime Logistics,Plastic Sheets,200,2024.03.10,2024.03.20,2024.03.22,405.56,81112,USD,Rail,Pending,New York,0,20,10,1,Passed,2,5,COD,Unpaid,Low,0.85,-1788
ORD100518,Blue Ocean Ltd.,Packaging Boxes,200,15/02/2024,1/25/2024,1/24/2024,493.66,98732,USD,Air,Pending,Miami,20,10,5,2,Passed,0,5,COD,Unpaid,Medium,0.85,-1503
ORD100519,Nova Supply Co.,Packaging Boxes,10,1/15/2024,1/25/2024,1/24/2024,250.22,43070.6,USD,Air,Delivered,Los Angeles,10,10,7,5,Passed,0,2,Net 60,Unpaid,Low,0.75,-1788
ORD100520,Prime Logistics,Industrial Paint,10,15/02/2024,25/02/2024,1/24/2024,297.67,2976.7,USD,Air,shipped,New York,0,10,6,2,Passed,2,2,COD,Paid,Low,0.75,-1503
ORD100521,Blue Ocean Ltd.,Plastic Sheets,10,2024.03.10,,26/02/2024,191.37,1913.7,USD,Air,Shipped,Houston,36,10,3,1,Failed,1,1,COD,Paid,High,0.75,-1788
ORD100522,Sunrise Traders,Packaging Boxes,10,1/15/2024,1/25/2024,4/18/2024,250.22,43070.6,EUR,Air,Delayed,Los Angeles,0,20,7,2,Failed,1,4,COD,Paid,Low,0.75,-1788
